UniqueIndex,u.r,DOI,Title,Authors,JnlYear,InfantGroup,ExperimentNo,PublicationStatus,NativeLanguage,TestLanguage,Lab,InfantType,minAge,meanAge,maxAge,PropFemales,Included,Excluded,Fussers,NonCriterion,Criterion,exclusionCriteria,MeanAgeMonths,MultipleAgeGroups,MultipleAgeGroupsYO,Words,WdMisAlignMajorStress,Linguistic,NumberSyllables,passages,EdgeAlign,EdgeAlignSimple,FamVoice,FamRegister,FamAffect,maxTrialDurFam,TestVoice,TestRegister,AgeGroupForIndex,Indexical,maxTrialDurTest,nbTrialsTest,Words2Passage,famCriterion,repeatedMeasures,Method,PredictedEffect,OtherNotes,LTFam,SD.LTFam,LTNov,SD.LTNov,correlationFamNov,exact.t,exact.F,p_val_reported,proportionFamPref,formula2use
587,Christina,10.1016/j.cognition.2012.05.008,Influences of lexical tone and pitch on word recognition in bilingual infants,Singh Foong ,2012,1_9,1_9_match,peer-reviewed,Mandarin and English,native,Singh,standard,255,263,274,0.5625,16,1,1,0,0,fussiness,9,1,NA,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,mixed,NA,female,IDS,NA,match,20,16,yes,30,yes,HPP,significant,Fam actually split in pitch match and mismatch. Reporting on matched case here,9.032,2.795,6.737,2.15,,,,,,means&SD
587,Christina,10.1016/j.cognition.2012.05.008,Influences of lexical tone and pitch on word recognition in bilingual infants,Singh Foong ,2012,1_9,1_9_mismatch,peer-reviewed,Mandarin and English,native,Singh,standard,255,263,274,0.5625,16,1,1,0,0,fussiness,9,1,NA,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,mixed,NA,female,IDS,NA,pitch,20,16,yes,30,yes,HPP,significant,Fam actually split in pitch match and mismatch. Reporting on mismatched case here,10.827,3.449,6.737,2.15,,,,,,means&SD
656,Christina,10.1044/1092-4388(2011/10-0347),Infants Exposed to Fluent Natural Speech Succeed at Cross-Gender Word Recognition,van Heugten Johnson,2012,1_MOTHER,1_MOTHER,peer-reviewed,Canadian English,native,Johnson,standard,220,234,248,0.5208333333,48,11,11,0,0,failure to complete the study or extreme fussiness,7.5,0,0,boat toque cup pear,0,match,1,Her boat had white sails. This girl will steer my big boat. That horn on the boat was really loud. He bought himself a new red boat. His boat could go quite fast. We always store your boat in our garage. Your toque was soft and warm. She wore a red toque in the snow. Their brother had knitted this big toque. She liked how her toque covered my ears. Our friends also fancied the toque. His toque was blue and green. Your pear came from my fridge. She washed her pear thoroughly. They wanted to eat a red pear. The pear in our basket looked good. Next to his pear was an apple. He enjoyed eating this big pear. The cup was bright and shiny. A clown drank from that big cup. Some milk from his cup spilled on our rug. Your cup was filled with hot milk. They put her cup on their table. She then picked up a red cup.,60,0.333333333333333,mother,IDS,NA,115,own father or other child's father,IDS,NA,sex,17.31,12,no,NA,no,Other,significant,,10.18,2.79,9.45,3.01,0.619,,F(1 46) = 4.224 for word-familiarity,,0.7083333333,means&SD
656,Christina,10.1044/1092-4388(2011/10-0347),Infants Exposed to Fluent Natural Speech Succeed at Cross-Gender Word Recognition,van Heugten Johnson,2012,1_STRANGER,1_STRANGER,peer-reviewed,Canadian English,native,Johnson,standard,220,234,248,0.5208333333,48,11,11,0,0,failure to complete the study or extreme fussiness,7.5,0,0,boat toque cup pear,0,match,1,Her boat had white sails. This girl will steer my big boat. That horn on the boat was really loud. He bought himself a new red boat. His boat could go quite fast. We always store your boat in our garage. Your toque was soft and warm. She wore a red toque in the snow. Their brother had knitted this big toque. She liked how her toque covered my ears. Our friends also fancied the toque. His toque was blue and green. Your pear came from my fridge. She washed her pear thoroughly. They wanted to eat a red pear. The pear in our basket looked good. Next to his pear was an apple. He enjoyed eating this big pear. The cup was bright and shiny. A clown drank from that big cup. Some milk from his cup spilled on our rug. Your cup was filled with hot milk. They put her cup on their table. She then picked up a red cup.,60,0.333333333333333,female,IDS,NA,115,own father or other child's father,IDS,NA,sex,17.31,12,no,NA,no,Other,exploratory,,10.31,2.24,9.51,2.59,0.414,,F(1 46) = 4.224 for word-familiarity,,0.7083333333,means&SD
588,Christina,10.1111/j.1467-7687.2012.01141.x,Infant word segmentation and childhood vocabulary development: a longitudinal analysis,Singh Reznick Xuehua ,2012,1,1_simple,peer-reviewed,American English,native,Singh,standard,215,223,244,0.55,40,NA,NA,NA,NA,NA,7.5,0,0,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,NA,20,female,IDS,NA,not.manipulated,NA,16,yes,30,yes,HPP,significant,,NA,NA,NA,NA,,4.98,,0.0009,,tValue
588,Christina,10.1111/j.1467-7687.2012.01141.x,Infant word segmentation and childhood vocabulary development: a longitudinal analysis,Singh Reznick Xuehua ,2012,1,1_complex_matched,peer-reviewed,American English,native,Singh,standard,215,223,244,0.55,40,NA,NA,NA,NA,NA,7.5,0,0,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,mixed,20,female,happy,NA,amplitude,NA,16,yes,30,yes,HPP,significant,,NA,NA,NA,NA,,5.39,,0.0009,,tValue
588,Christina,10.1111/j.1467-7687.2012.01141.x,Infant word segmentation and childhood vocabulary development: a longitudinal analysis,Singh Reznick Xuehua ,2012,1,1_complex_mismatched,peer-reviewed,American English,native,Singh,standard,215,223,244,0.55,40,NA,NA,NA,NA,NA,7.5,0,0,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,mixed,20,female,happy,NA,amplitude,NA,16,yes,30,yes,HPP,nonsignificant,,NA,NA,NA,NA,,1.04,,0.5,,tValue
1010,Christina,10.1017/S0305000913000111,Early word segmentation in infants acquiring Parisian French: task-dependent and dialect-specific aspects,Nazzi Mersad Iakimova Polka,2013,2,2,peer-reviewed,Parisian French,native,Nazzi,standard,243.36,251.36,269.36,0.5416666667,24,6,4,0,3,fussiness/crying experimenter error,8,0,0,beret surprise devis guitare,0,match,2,Elle a sorti ses belles guitares. Trois guitares ne seraient pas assez. Il faut dâ€™autres guitares pour la fÃªte. Ne faites pas trop attention aux guitares. On voit plusieurs guitares avant de choisir. Les guitares ne sont pas accordÃ©es.  La mode est aux bÃ©rets et autres chapeaux. Plusieurs bÃ©rets sont encore en vente. Ces jolis bÃ©rets sont Ã  ma soeur. Elle a besoin de trois bÃ©rets. Il faut mettre les bÃ©rets sur la table. On va apporter dâ€™autres bÃ©rets. Voici de belles surprises pour vous. Il a voulu faire plusieurs surprises. Dâ€™autres surprises risquent encore de se produire. Les surprises sont faciles Ã Ã©viter. Mieux vaut deux que trois surprises. Il sâ€™attend aux surprises Ã  venir. Les devis reÃ§us sont raisonnables. Elle a dâ€™autres devis Ã  envoyer. On doit faire confiance aux devis. Il y a trois devis posÃ©s sur la table. VoilÃ  de bien beaux devis. Plusieurs devis sont falsifiÃ©s.,NA,0.333333333333333,female (European French),IDS,NA,18.4,female (European French),IDS,NA,not.manipulated,20.6,12,no,30,no,HPP,significant,,9.33,3.06,8.1,2.65,,,5.82,0.025,0.6666666667,means&SD
1010,Christina,10.1017/S0305000913000111,Early word segmentation in infants acquiring Parisian French: task-dependent and dialect-specific aspects,Nazzi Mersad Iakimova Polka,2013,3,3,peer-reviewed,Parisian French,native,Nazzi,standard,246.36,261.36,273.36,0.4782608696,24,3,3,0,3,fussiness/crying,8,0,0, ret prise vis and tare,0,embedded,1,Elle a sorti ses belles guitares. Trois guitares ne seraient pas assez. Il faut dâ€™autres guitares pour la fÃªte. Ne faites pas trop attention aux guitares. On voit plusieurs guitares avant de choisir. Les guitares ne sont pas accordÃ©es.  La mode est aux bÃ©rets et autres chapeaux. Plusieurs bÃ©rets sont encore en vente. Ces jolis bÃ©rets sont Ã  ma soeur. Elle a besoin de trois bÃ©rets. Il faut mettre les bÃ©rets sur la table. On va apporter dâ€™autres bÃ©rets. Voici de belles surprises pour vous. Il a voulu faire plusieurs surprises. Dâ€™autres surprises risquent encore de se produire. Les surprises sont faciles Ã Ã©viter. Mieux vaut deux que trois surprises. Il sâ€™attend aux surprises Ã  venir. Les devis reÃ§us sont raisonnables. Elle a dâ€™autres devis Ã  envoyer. On doit faire confiance aux devis. Il y a trois devis posÃ©s sur la table. VoilÃ  de bien beaux devis. Plusieurs devis sont falsifiÃ©s.,NA,0.333333333333333,female (European French),IDS,NA,18.4,female (European French),IDS,NA,not.manipulated,20.6,12,no,30,no,HPP,nonsignificant,,8.2,2.12,8.06,2.12,,,2.46,0.5,0.4583333333,means&SD
1010,Christina,10.1017/S0305000913000111,Early word segmentation in infants acquiring Parisian French: task-dependent and dialect-specific aspects,Nazzi Mersad Iakimova Polka,2013,4,4,peer-reviewed,Parisian French,accented,Nazzi,standard,251.36,266.36,274.36,0.6875,16,3,3,0,3,fussiness/crying,8,0,0,beret surprise devis guitare,0,match,1,Elle a sorti ses belles guitares. Trois guitares ne seraient pas assez. Il faut dâ€™autres guitares pour la fÃªte. Ne faites pas trop attention aux guitares. On voit plusieurs guitares avant de choisir. Les guitares ne sont pas accordÃ©es.  La mode est aux bÃ©rets et autres chapeaux. Plusieurs bÃ©rets sont encore en vente. Ces jolis bÃ©rets sont Ã  ma soeur. Elle a besoin de trois bÃ©rets. Il faut mettre les bÃ©rets sur la table. On va apporter dâ€™autres bÃ©rets. Voici de belles surprises pour vous. Il a voulu faire plusieurs surprises. Dâ€™autres surprises risquent encore de se produire. Les surprises sont faciles Ã Ã©viter. Mieux vaut deux que trois surprises. Il sâ€™attend aux surprises Ã  venir. Les devis reÃ§us sont raisonnables. Elle a dâ€™autres devis Ã  envoyer. On doit faire confiance aux devis. Il y a trois devis posÃ©s sur la table. VoilÃ  de bien beaux devis. Plusieurs devis sont falsifiÃ©s.,NA,NA,female (biling),IDS,NA,21.7,female (biling),IDS,NA,not.manipulated,21.3,12,yes,30,no,HPP,significant,,7.91,2.71,8.47,2.94,,,0.97,0.5,0.375,means&SD
1010,Christina,10.1017/S0305000913000111,Early word segmentation in infants acquiring Parisian French: task-dependent and dialect-specific aspects,Nazzi Mersad Iakimova Polka,2013,5,5,peer-reviewed,Parisian French,accented,Nazzi,standard,236.94,260.36,276.78,0.4583333333,24,3,3,0,3,fussiness/crying,8,0,0,beret surprise devis guitare,0,match,1,Elle a sorti ses belles guitares. Trois guitares ne seraient pas assez. Il faut dâ€™autres guitares pour la fÃªte. Ne faites pas trop attention aux guitares. On voit plusieurs guitares avant de choisir. Les guitares ne sont pas accordÃ©es.  La mode est aux bÃ©rets et autres chapeaux. Plusieurs bÃ©rets sont encore en vente. Ces jolis bÃ©rets sont Ã  ma soeur. Elle a besoin de trois bÃ©rets. Il faut mettre les bÃ©rets sur la table. On va apporter dâ€™autres bÃ©rets. Voici de belles surprises pour vous. Il a voulu faire plusieurs surprises. Dâ€™autres surprises risquent encore de se produire. Les surprises sont faciles Ã Ã©viter. Mieux vaut deux que trois surprises. Il sâ€™attend aux surprises Ã  venir. Les devis reÃ§us sont raisonnables. Elle a dâ€™autres devis Ã  envoyer. On doit faire confiance aux devis. Il y a trois devis posÃ©s sur la table. VoilÃ  de bien beaux devis. Plusieurs devis sont falsifiÃ©s.,NA,NA,female (biling),IDS,NA,21.3,female (biling),IDS,NA,not.manipulated,21.7,12,no,30,no,HPP,exploratory,,7.54,2.23,7.53,2.93,,,0.0001,0.5,0.4166666667,means&SD
1010,Christina,10.1017/S0305000913000111,Early word segmentation in infants acquiring Parisian French: task-dependent and dialect-specific aspects,Nazzi Mersad Iakimova Polka,2013,6,6,peer-reviewed,Parisian French,accented,Nazzi,standard,265.36,269.36,273.36,0.625,16,3,3,0,3,fussiness/crying,8,0,0,beret surprise devis guitare,0,match,1,Elle a sorti ses belles guitares. Trois guitares ne seraient pas assez. Il faut dâ€™autres guitares pour la fÃªte. Ne faites pas trop attention aux guitares. On voit plusieurs guitares avant de choisir. Les guitares ne sont pas accordÃ©es.  La mode est aux bÃ©rets et autres chapeaux. Plusieurs bÃ©rets sont encore en vente. Ces jolis bÃ©rets sont Ã  ma soeur. Elle a besoin de trois bÃ©rets. Il faut mettre les bÃ©rets sur la table. On va apporter dâ€™autres bÃ©rets. Voici de belles surprises pour vous. Il a voulu faire plusieurs surprises. Dâ€™autres surprises risquent encore de se produire. Les surprises sont faciles Ã Ã©viter. Mieux vaut deux que trois surprises. Il sâ€™attend aux surprises Ã  venir. Les devis reÃ§us sont raisonnables. Elle a dâ€™autres devis Ã  envoyer. On doit faire confiance aux devis. Il y a trois devis posÃ©s sur la table. VoilÃ  de bien beaux devis. Plusieurs devis sont falsifiÃ©s.,NA,NA,female (biling),IDS,NA,21.3,female (biling),IDS,NA,not.manipulated,21.7,12,no,45,no,HPP,exploratory,,7.7,2.11,6.73,2.32,,,5.44,0.03,0.875,means&SD
1010,Christina,10.1017/S0305000913000111,Early word segmentation in infants acquiring Parisian French: task-dependent and dialect-specific aspects,Nazzi Mersad Iakimova Polka,2013,1_12mo,1_12mo,peer-reviewed,Parisian French,native,Nazzi,standard,371,384,406.42,0.4375,16,6,6,0,3,fussiness/crying,12,1,NA,beret surprise devis guitare,0,match,2,Elle a sorti ses belles guitares. Trois guitares ne seraient pas assez. Il faut dâ€™autres guitares pour la fÃªte. Ne faites pas trop attention aux guitares. On voit plusieurs guitares avant de choisir. Les guitares ne sont pas accordÃ©es.  La mode est aux bÃ©rets et autres chapeaux. Plusieurs bÃ©rets sont encore en vente. Ces jolis bÃ©rets sont Ã  ma soeur. Elle a besoin de trois bÃ©rets. Il faut mettre les bÃ©rets sur la table. On va apporter dâ€™autres bÃ©rets. Voici de belles surprises pour vous. Il a voulu faire plusieurs surprises. Dâ€™autres surprises risquent encore de se produire. Les surprises sont faciles Ã Ã©viter. Mieux vaut deux que trois surprises. Il sâ€™attend aux surprises Ã  venir. Les devis reÃ§us sont raisonnables. Elle a dâ€™autres devis Ã  envoyer. On doit faire confiance aux devis. Il y a trois devis posÃ©s sur la table. VoilÃ  de bien beaux devis. Plusieurs devis sont falsifiÃ©s.,NA,0.333333333333333,female (European French),IDS,NA,20.6,female (European French),IDS,NA,not.manipulated,18.4,8,yes,30,no,HPP,exploratory,,6.93,2.55,6.46,2.34,,,1.45,0.5,0.5625,means&SD
